City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,walvis bay,-22.9575,14.5053,11.16,93,0,1.03,NA,1687140119
299,kambove,-10.8764,26.5969,10.84,54,3,1.51,CD,1687140120
300,dali,25.7,100.1833,21.14,73,71,1.91,CN,1687140120
301,kirensk,57.7853,108.1119,21.58,49,82,3.17,RU,1687140120
302,kone,-21.0595,164.8658,23.49,57,73,1.65,NC,1687140120
303,borovskoy,53.8,64.15,9.32,96,100,8.57,KZ,1687140121
304,vila do maio,15.1333,-23.2167,25.44,88,100,6.12,CV,1687140121
305,yugorsk,61.3133,63.3319,8.77,52,54,1.7,RU,1687139829
306,al badari,26.9926,31.4155,26.08,38,0,3.39,EG,1687140121
307,srivardhan,18.0333,73.0167,28.6,79,100,4.05,IN,1687140122
308,aleksandrovsk,59.158,57.5624,6.0,87,5,2.9,RU,1687140122
309,el nido,11.1858,119.3956,29.05,70,93,0.72,PH,1687140123
310,tenno,39.9,139.9667,23.56,62,0,6.44,JP,1687140069
311,porto novo,6.4965,2.6036,21.9,88,99,3.38,BJ,1687140123
312,saudarkrokur,65.7461,-19.6394,8.08,99,100,2.65,IS,1687140123
313,christchurch,-43.5333,172.6333,13.84,89,75,9.77,NZ,1687140057
314,aitape,-3.1374,142.3475,27.71,79,97,1.85,PG,1687140124
315,taoudenni,22.6783,-3.9836,35.02,9,0,5.23,ML,1687140124
316,yung shue wan,22.2333,114.1167,30.74,80,100,5.61,HK,1687140124
317,sinop,41.7711,34.8709,14.49,88,20,1.45,TR,1687140124
318,boiling springs,35.0465,-81.9818,24.75,67,0,0.0,US,1687140125
319,santana,-0.0583,-51.1817,28.1,94,40,2.06,BR,1687140125
320,tolanaro,-25.0319,46.9987,21.04,68,20,4.12,MG,1687140125
321,hithadhoo,-0.6,73.0833,28.6,71,30,5.04,MV,1687140125
322,ilhabela,-23.7781,-45.3581,17.46,86,62,1.68,BR,1687140126
323,urzhum,57.1141,49.9996,7.87,72,100,3.18,RU,1687140126
324,hailar,49.2,119.7,25.83,49,100,5.18,CN,1687140126
325,itoman,26.1247,127.6694,28.0,89,75,8.75,JP,1687140126
326,buala,-8.145,159.5921,28.89,74,74,1.71,SB,1687140127
327,lihue,21.9789,-159.3672,27.08,68,12,4.57,US,1687140104
328,pedernales,18.0384,-71.744,27.84,70,100,4.01,DO,1687140127
329,lucea,18.451,-78.1736,28.92,78,97,5.52,JM,1687140128
330,ishigaki,24.3448,124.1572,29.07,84,75,7.72,JP,1687140128
331,mount pearl,47.5166,-52.7813,5.47,95,100,2.57,CA,1687140128
332,usinsk,65.9939,57.5281,3.57,73,100,4.08,RU,1687140128
333,slave lake,55.2834,-114.769,11.99,87,100,3.6,CA,1687140129
334,wewak,-3.5534,143.6268,27.42,79,100,0.44,PG,1687140129
335,new norfolk,-42.7826,147.0587,8.17,60,18,4.17,AU,1687140129
336,east london,-33.0153,27.9116,14.26,40,25,2.16,ZA,1687140033
337,puerto aysen,-45.4,-72.7,-2.49,98,26,1.01,CL,1687140129
338,aasiaat,68.7098,-52.8699,0.11,80,100,4.47,GL,1687140130
339,zorritos,-3.6805,-80.6782,26.16,77,0,1.91,PE,1687140130
340,nar'yan-mar,67.6713,53.087,3.35,72,100,5.08,RU,1687140130
341,olyokminsk,60.3736,120.4264,14.49,93,100,4.02,RU,1687140131
342,broken hill,-31.95,141.4333,13.42,51,1,9.7,AU,1687140131
343,tambo,-14.8,-73.9167,2.04,49,9,1.88,PE,1687140131
344,araguaina,-7.1911,-48.2072,26.97,55,85,1.56,BR,1687140132
345,al mijlad,11.0333,27.7333,27.3,59,100,4.55,SD,1687140132
346,alice springs,-23.7,133.8833,17.34,40,95,5.14,AU,1687139982
347,akrehamn,59.2667,5.1833,15.79,88,40,2.06,NO,1687140133
348,boundiali,9.5217,-6.4869,22.68,88,8,1.47,CI,1687140133
349,yanam,16.7333,82.2167,31.6,74,99,3.09,IN,1687140133
350,ciudad lazaro cardenas,17.9583,-102.2,28.98,81,4,3.04,MX,1687140103
351,mbekenyera,-10.0,38.9833,17.06,96,0,0.87,TZ,1687140134
352,marica,-22.9194,-42.8186,20.95,77,12,2.72,BR,1687140134
353,mansalay,12.5167,121.4,28.24,69,94,0.85,PH,1687140134
354,fortuna,40.5982,-124.1573,15.52,69,20,7.2,US,1687139942
355,heniches'k,46.1759,34.8034,19.86,76,43,5.44,UA,1687140135
356,farmville,37.3021,-78.3919,22.75,72,0,0.0,US,1687139745
357,ephraim,39.3597,-111.5863,21.57,37,50,8.38,US,1687140135
358,bardai,11.65,7.2333,24.08,68,100,3.96,NG,1687140136
359,malango,-2.9627,119.9001,26.72,63,73,1.1,ID,1687140136
360,namibe,-15.1961,12.1522,17.84,80,0,2.1,AO,1687140136
361,puerto escondido,15.85,-97.0667,28.97,82,100,0.7,MX,1687140004
362,waingapu,-9.6567,120.2641,27.17,64,32,3.36,ID,1687140137
363,sechura,-5.5569,-80.8222,23.33,73,0,7.3,PE,1687140137
364,starodub,52.5844,32.7633,15.63,92,100,2.46,RU,1687140137
365,matadi,-5.8167,13.45,20.47,95,55,1.47,CD,1687140137
366,portland,45.5234,-122.6762,14.08,89,100,1.79,US,1687140012
367,chaparral,3.7232,-75.4832,21.5,67,99,2.3,CO,1687140138
368,pangoa,-12.1167,-73.0,17.92,89,7,0.97,PE,1687140138
369,prince rupert,54.3161,-130.3201,15.05,77,0,6.17,CA,1687140139
370,tual,-5.6667,132.75,26.68,79,27,8.07,ID,1687140103
371,oneonta,42.4529,-75.0638,16.23,88,30,0.63,US,1687140003
372,igrim,63.1906,64.4162,7.82,55,87,3.45,RU,1687140139
373,marsassoum,12.8275,-15.9806,27.05,83,53,2.08,SN,1687140139
374,mlowo,-9.0,32.9833,10.21,80,1,1.04,TZ,1687140140
375,byron bay,-28.65,153.6167,20.95,36,2,3.08,AU,1687140140
376,alto piquiri,-24.0281,-53.4406,10.48,89,0,2.34,BR,1687140140
377,razdol'noye,45.7708,33.4878,19.06,89,22,3.66,UA,1687140140
378,tadmur,34.5608,38.2805,19.1,67,0,5.36,SY,1687140141
379,gazi,35.3253,25.0669,20.89,76,20,4.12,GR,1687140141
380,serhetabat,35.2799,62.3438,28.27,30,0,0.66,TM,1687140141
381,broome,42.2506,-75.833,17.61,87,51,1.42,US,1687140142
382,sanctuary point,-35.1114,150.629,16.29,41,3,6.53,AU,1687140142
383,myitkyina,25.3833,97.4,26.77,85,93,0.45,MM,1687140142
384,lucapa,-8.4192,20.7447,16.65,36,2,1.98,AO,1687140142
385,puerto quijarro,-17.7833,-57.7667,15.85,76,5,1.03,BO,1687140142
386,fandriana,-20.2333,47.3833,8.53,95,27,1.13,MG,1687140143
387,touros,-5.1989,-35.4608,24.25,90,20,4.47,BR,1687140143
388,chipinge,-20.1883,32.6236,11.95,47,0,1.11,ZW,1687140143
389,tondano,1.3038,124.9112,22.05,89,100,0.47,ID,1687140143
390,san juan bautista,-14.0108,-75.7358,19.2,64,5,1.13,PE,1687140144
391,ocean shores,46.9737,-124.1563,14.65,73,20,5.14,US,1687140144
392,neiafu,-18.65,-173.9833,27.38,69,40,0.0,TO,1687140026
393,thabazimbi,-24.5917,27.4116,12.0,30,0,1.31,ZA,1687140144
394,arkalyk,50.2486,66.9114,24.19,43,40,10.04,KZ,1687140144
395,garbahaarrey,3.3289,42.2209,23.57,77,5,7.32,SO,1687140145
396,mariental,-24.6333,17.9667,10.2,24,0,3.06,NA,1687140145
397,cabedelo,-6.9811,-34.8339,24.37,83,40,4.83,BR,1687140145
398,najaf,31.9985,44.3398,29.88,25,0,3.09,IQ,1687140145
399,east ballina,-28.8667,153.5833,21.0,42,1,3.1,AU,1687140146
400,ixtapa,20.7,-105.2,27.03,67,22,1.18,MX,1687140146
401,aoulef,26.9667,1.0833,32.46,9,14,1.05,DZ,1687140146
402,bel air riviere seche,-20.2542,57.7453,22.84,60,96,6.55,MU,1687140147
403,mombaca,-5.7431,-39.6275,24.49,74,66,1.25,BR,1687140147
404,akhuryan,40.78,43.9003,5.84,93,20,0.51,AM,1687140147
405,pacific grove,36.6177,-121.9166,21.97,76,3,2.68,US,1687140045
406,katsuura,35.1333,140.3,22.56,73,56,9.5,JP,1687140148
407,nuku'alofa,-21.1333,-175.2,25.19,61,75,3.6,TO,1687140148
408,grand-lahou,5.1367,-5.0242,25.42,87,92,4.62,CI,1687140148
409,nakamura,32.9833,132.9333,28.95,53,0,2.02,JP,1687140148
410,domna,51.8971,113.1573,19.09,45,25,4.0,RU,1687140149
411,suez,29.9737,32.5263,21.71,70,0,3.24,EG,1687140091
412,joshimath,30.5667,79.5667,22.31,67,90,0.17,IN,1687140149
413,taltal,-25.4,-70.4833,15.3,82,2,1.37,CL,1687140149
414,kananga,-5.8958,22.4178,20.34,44,84,1.12,CD,1687140149
415,loukhi,66.0764,33.0381,10.07,80,71,1.98,RU,1687140150
416,inirida,3.8653,-67.9239,20.63,99,94,0.53,CO,1687140150
417,aljezur,37.3191,-8.8033,17.63,95,39,1.9,PT,1687140150
418,estevan,49.1334,-102.9842,26.11,41,75,6.69,CA,1687140150
419,minot air force base,48.4209,-101.3391,25.05,62,40,4.63,US,1687140151
420,suwayr,30.1171,40.3893,26.52,21,0,3.27,SA,1687140151
421,el matama,16.7095,33.3565,30.79,50,91,10.47,SD,1687140151
422,chernyshevsk,52.5243,117.0174,18.22,62,100,4.93,RU,1687140152
423,katsuren-haebaru,26.3369,127.8719,27.01,83,100,7.9,JP,1687140152
424,brokopondo,4.75,-55.1667,25.08,89,100,2.1,SR,1687140152
425,guerrero negro,27.9769,-114.0611,19.29,75,92,6.88,MX,1687140152
426,acapulco de juarez,16.8634,-99.8901,29.59,76,28,1.75,MX,1687140151
427,aginskoye,51.1,114.53,20.33,46,100,4.72,RU,1687140153
428,sumbawa besar,-8.5,117.4333,28.96,52,2,1.75,ID,1687140153
429,salinopolis,-0.6136,-47.3561,25.65,85,49,3.02,BR,1687140153
430,shihezi,44.3,86.0333,29.83,21,100,1.0,CN,1687140153
431,egilsstadir,65.2653,-14.3948,9.95,81,0,3.09,IS,1687140154
432,zaozersk,69.4005,32.4476,7.76,86,81,3.23,RU,1687140154
433,lagoa,39.05,-27.9833,18.19,85,98,4.37,PT,1687140154
434,nuuk,64.1835,-51.7216,4.34,70,8,5.14,GL,1687140155
435,kudahuvadhoo,2.6708,72.8944,28.38,75,100,5.98,MV,1687140155
436,severo-yeniseyskiy,60.3725,93.0408,11.07,43,13,2.55,RU,1687140155
437,kefamenanu,-9.4467,124.4781,25.26,58,100,2.48,ID,1687140155
438,tobruk,32.0836,23.9764,21.06,82,0,7.78,LY,1687140155
439,worrstadt,49.8486,8.1242,21.69,77,94,3.18,DE,1687140156
440,sisimiut,66.9395,-53.6735,4.05,61,21,2.0,GL,1687140156
441,la sarre,48.8002,-79.1996,14.92,78,59,2.96,CA,1687139934
442,mut,36.6439,33.4389,19.71,81,13,1.91,TR,1687140156
443,gevas,38.2968,43.1083,14.03,56,0,2.68,TR,1687140157
444,awjilah,29.1081,21.2869,21.69,47,0,3.86,LY,1687140157
445,nemuro,43.3236,145.575,9.98,85,39,7.49,JP,1687140053
446,hami,42.8,93.45,31.68,6,96,4.28,CN,1687140157
447,la foa,-21.7108,165.8276,23.57,52,11,2.92,NC,1687140158
448,warrnambool,-38.3833,142.4833,10.59,63,94,8.54,AU,1687140158
449,lethem,3.3803,-59.7968,24.51,88,96,0.97,GY,1687140158
450,camiri,-20.05,-63.5167,10.38,74,0,1.47,BO,1687140158
451,conakry,9.538,-13.6773,27.04,89,40,2.06,GN,1687140159
452,aripuana,-9.1667,-60.6333,22.27,72,0,0.49,BR,1687140159
453,gao,16.6362,1.637,34.54,26,100,3.15,ML,1687140159
454,posse,-14.0931,-46.3694,19.98,48,5,3.07,BR,1687140078
455,la ferte-bernard,48.1863,0.6536,15.79,95,99,1.6,FR,1687140160
456,al hasakah,36.5024,40.7477,22.58,55,0,3.35,SY,1687140160
457,al mishkhab,31.8042,44.4911,30.06,23,0,4.08,IQ,1687140160
458,vershino-darasunskiy,52.35,115.5167,17.37,52,100,2.97,RU,1687140160
459,pandan,14.0453,124.1694,29.54,72,15,1.79,PH,1687140161
460,port alfred,-33.5906,26.891,15.62,59,91,3.76,ZA,1687140161
461,hutchinson,38.0608,-97.9298,27.97,50,0,2.06,US,1687139708
462,midvagur,62.0511,-7.1939,9.46,93,75,1.54,FO,1687140161
463,stolin,51.8912,26.846,13.9,97,89,1.74,BY,1687139955
464,manicore,-5.8092,-61.3003,23.69,77,29,0.63,BR,1687140162
465,lorengau,-2.0226,147.2712,26.86,86,70,4.48,PG,1687140162
466,kapshagay,43.8833,77.0833,25.94,32,100,2.47,KZ,1687140162
467,mega,4.05,38.3,13.44,91,34,3.68,ET,1687140162
468,syktyvkar,61.6764,50.8099,6.85,76,0,2.0,RU,1687140163
469,itoigawa,37.0333,137.85,24.45,75,74,3.92,JP,1687140163
470,lamia,38.9,22.4333,20.62,80,0,1.69,GR,1687140163
471,juneau,58.3019,-134.4197,20.61,100,10,2.92,US,1687140163
472,la'ie,21.6477,-157.9253,29.98,65,18,5.76,US,1687140164
473,kyzyl-suu,42.3414,78.0056,15.87,64,100,1.51,KG,1687140164
474,ribeira brava,32.65,-17.0667,21.35,78,19,3.01,PT,1687140164
475,niafunke,15.9322,-3.9906,33.8,34,89,4.06,ML,1687140164
476,svetlyy,54.675,20.1347,13.87,91,100,1.84,RU,1687140165
477,fada,9.5667,8.3,21.03,95,100,1.13,NG,1687140165
478,olinda,-8.0089,-34.8553,24.85,88,20,1.54,BR,1687140165
479,pompeia,-22.1086,-50.1717,11.61,86,0,2.27,BR,1687140165
480,umm kaddadah,13.6017,26.6876,28.72,53,96,4.08,SD,1687140166
481,swakopmund,-22.6833,14.5333,11.66,90,0,0.89,NA,1687140166
482,fuglafjordur,62.244,-6.814,9.26,94,69,5.17,FO,1687140166
483,rondonopolis,-16.4708,-54.6356,18.31,75,1,1.03,BR,1687140166
484,taksimo,56.3444,114.8794,18.94,54,99,1.89,RU,1687140167
485,kencong,-8.2833,113.3667,27.86,59,38,1.2,ID,1687140167
486,dauphin,51.1494,-100.0502,26.08,41,40,6.17,CA,1687139987
487,puerto cabezas,14.0351,-83.3888,24.82,95,100,5.56,NI,1687140167
488,masuguru,-11.3667,38.4167,17.19,92,1,0.75,TZ,1687140167
489,kumylzhenskaya,49.8809,42.5898,12.77,80,0,3.14,RU,1687140168
490,coquimbo,-29.9533,-71.3436,15.37,76,84,3.67,CL,1687139597
491,san pedro del parana,-26.8333,-56.2,8.92,86,0,2.01,PY,1687140168
492,siwa oasis,29.2041,25.5195,22.89,49,0,2.8,EG,1687140168
493,visegrad,43.7847,19.2992,11.54,94,23,0.93,BA,1687140168
494,dawson creek,55.7666,-120.2362,11.8,71,40,0.0,CA,1687140169
495,pandaria,22.2333,81.4167,34.39,31,85,4.35,IN,1687140169
496,antsiranana,-12.2787,49.2917,23.09,76,10,5.81,MG,1687140169
497,beledweyne,4.7358,45.2036,23.97,79,79,6.07,SO,1687140169
498,eiterfeld,50.7667,9.8,20.01,56,96,0.92,DE,1687140170
499,mutuali,-14.8706,37.0044,13.0,76,0,1.1,MZ,1687140170
500,sitka,57.0531,-135.33,18.07,56,0,2.76,US,1687140170
501,juticalpa,14.65,-86.2,27.08,95,100,1.22,HN,1687139945
502,atasu,48.6814,71.6433,24.88,33,54,13.9,KZ,1687140171
503,les cayes,18.2,-73.75,26.35,84,100,2.89,HT,1687140171
504,kill devil hills,36.0307,-75.676,25.01,71,0,6.69,US,1687140094
505,freetown,8.484,-13.2299,26.84,83,75,1.54,SL,1687140171
506,san andres,12.5847,-81.7006,27.01,89,100,5.14,CO,1687139977
507,mato verde,-15.3972,-42.8664,20.3,74,2,3.1,BR,1687140172
508,ngereklmadel,7.4883,134.4856,28.05,78,75,3.6,PW,1687140172
509,khanty-mansiysk,61.0042,69.0019,10.06,66,0,2.0,RU,1687140172
510,colonia,50.9333,6.95,21.9,74,0,2.06,DE,1687140065
511,perm,58.0174,56.2855,5.7,81,0,3.0,RU,1687140173
512,garoowe,8.4054,48.4845,24.87,66,14,9.62,SO,1687140173
513,mahdia,35.5047,11.0622,21.97,65,0,3.74,TN,1687140173
514,boone,39.0334,-92.3335,23.0,86,97,2.19,US,1687140163
515,whakatane,-37.9585,176.9854,16.95,75,98,2.24,NZ,1687140174
516,margate,51.3813,1.3862,16.06,94,30,1.79,GB,1687140086
517,matoury,4.8483,-52.3317,23.98,94,0,0.0,GF,1687139680
518,yuzhno-kurilsk,44.0306,145.8556,10.04,86,98,8.55,RU,1687140174
519,palmas de monte alto,-14.2672,-43.1619,24.79,48,71,4.75,BR,1687140175
520,berezovyy,51.6667,135.7,26.36,30,17,2.2,RU,1687140175
521,tandalti,13.0167,31.8667,28.1,60,89,4.67,SD,1687140175
522,marsa alam,25.0757,34.8918,29.33,45,3,7.13,EG,1687140175
523,cidade velha,14.9167,-23.6167,25.26,78,40,5.14,CV,1687140175
524,sirte,31.2089,16.5887,21.23,70,0,3.31,LY,1687140176
525,ankang,32.68,109.0172,24.83,76,80,0.85,CN,1687140176
526,holualoa,19.6228,-155.9522,25.83,82,40,2.24,US,1687140176
527,tidjikja,18.5564,-11.4271,33.6,28,52,5.99,MR,1687140176
528,kalmunai,7.4167,81.8167,26.84,78,63,1.83,LK,1687140177
529,kavieng,-2.5744,150.7967,29.06,71,60,4.98,PG,1687140177
530,katra,32.9833,74.95,27.53,72,4,2.06,IN,1687140177
531,suntar,62.1444,117.6319,21.28,56,100,0.25,RU,1687140177
532,bhakkar,31.6253,71.0657,36.57,32,4,4.98,PK,1687140177
533,kosciusko,33.0576,-89.5876,24.79,96,66,0.79,US,1687140178
534,san luis de la loma,17.2706,-100.8939,29.36,78,12,1.88,MX,1687140178
535,monteagudo,-19.8167,-63.9833,8.28,81,0,1.13,BO,1687140178
536,praia da vitoria,38.7333,-27.0667,19.14,100,75,3.72,PT,1687140178
537,saldanha,-33.0117,17.9442,13.03,81,100,12.27,ZA,1687140178
538,thomson,33.4707,-82.5046,26.35,84,0,1.54,US,1687139962
539,rupert,42.6191,-113.6772,15.97,41,100,2.57,US,1687140179
540,refahiye,39.9008,38.7667,11.04,85,1,0.55,TR,1687140179
541,conde,-7.2597,-34.9075,23.7,100,0,2.06,BR,1687140035
542,pirallahi,40.4723,50.333,23.08,83,6,8.42,AZ,1687140180
543,tindouf,27.6711,-8.1474,19.69,63,0,9.05,DZ,1687140180
544,hargeysa,9.56,44.065,22.85,54,6,11.46,SO,1687140020
545,keetmanshoop,-26.5833,18.1333,8.51,49,0,1.54,NA,1687140181
546,kailua-kona,19.6406,-155.9956,27.9,83,36,2.24,US,1687140182
547,sebezh,56.2955,28.4654,15.38,95,100,1.93,RU,1687140183
548,los frentones,-26.4077,-61.4137,12.13,73,0,2.57,AR,1687140183
549,temiskaming shores,47.4938,-79.7153,19.89,87,40,2.45,CA,1687140183
550,canillo,42.5833,1.6667,11.58,75,90,1.89,AD,1687140184
551,bamboo flat,11.7,92.7167,27.05,83,75,3.09,IN,1687140184
552,okeechobee,27.2439,-80.8298,28.01,84,0,2.06,US,1687140184
553,viedma,-40.8135,-62.9967,8.94,67,100,3.01,AR,1687140184
554,puerto lempira,15.2667,-83.7667,25.34,90,100,3.9,HN,1687140185
555,crieff,56.3727,-3.8389,15.04,99,100,2.94,GB,1687140185
556,malya,-2.9833,33.5167,19.84,65,46,1.58,TZ,1687140185
557,baruun-urt,46.6806,113.2792,21.67,54,100,3.82,MN,1687140185
558,aswan,24.0934,32.907,31.61,22,0,7.72,EG,1687140186
559,bandarbeyla,9.4942,50.8122,25.96,72,20,9.37,SO,1687140186
560,mariinsk,56.2139,87.7472,15.14,64,99,1.7,RU,1687140186
561,wotho,10.1657,166.0102,28.16,78,100,7.43,MH,1687140186
562,tarnogskiy gorodok,60.4997,43.5761,7.12,66,100,1.49,RU,1687140186
563,cova figueira,14.8905,-24.2934,22.19,79,26,5.41,CV,1687140187
564,bac lieu,9.285,105.7244,26.55,75,100,2.7,VN,1687140187
565,richards bay,-28.783,32.0377,15.5,91,0,4.02,ZA,1687140187
566,filadelfia,39.9523,-75.1638,23.12,65,90,0.72,US,1687140116
567,biltine,14.5333,20.9167,30.27,28,94,1.37,TD,1687140187
568,chibougamau,49.9168,-74.3659,13.51,69,100,1.8,CA,1687140139
569,rockport,28.0206,-97.0544,29.47,92,0,6.69,US,1687140188
570,kourou,5.1552,-52.6478,24.03,87,81,1.84,GF,1687140188
571,callao,-12.0667,-77.15,21.16,73,20,6.17,PE,1687140188
572,abepura,-2.6333,140.5833,25.45,78,20,1.03,ID,1687140188
573,panacan,9.2463,118.4082,28.88,73,51,0.68,PH,1687140189
574,vila franca do campo,37.7167,-25.4333,19.23,94,57,3.57,PT,1687140189
575,kearney,40.6995,-99.0815,26.95,54,0,3.6,US,1687140001
576,wulingyuan,29.3494,110.5441,22.14,99,100,1.29,CN,1687140189
577,nouadhibou,20.931,-17.0347,21.99,78,5,9.26,MR,1687140190
578,colima,19.1667,-104.0,23.04,68,30,1.63,MX,1687140190
579,dudhi,24.2167,83.25,35.53,28,85,1.52,IN,1687140190
580,lerwick,60.1545,-1.1494,13.0,93,97,4.54,GB,1687140190
581,tobelo,1.7284,128.0095,27.86,76,100,1.31,ID,1687140190
582,lubuklinggau,-3.3,102.8667,26.42,79,100,0.35,ID,1687140191
583,chimbote,-9.0853,-78.5783,21.22,83,20,4.78,PE,1687140191
584,port moresby,-9.4431,147.1797,28.68,58,40,5.14,PG,1687140191
585,hermantown,46.8069,-92.2383,14.94,84,100,4.12,US,1687140178
586,batangafo,7.3008,18.2833,22.0,97,100,1.29,CF,1687140192
587,janoshalma,46.2986,19.3258,16.84,78,7,1.22,HU,1687140192
588,mopti,14.6667,-4.0,33.44,33,94,4.13,ML,1687140192
589,taulaga,-11.0553,-171.0883,28.23,70,9,2.89,AS,1687140192
590,greymouth,-42.4667,171.2,15.54,66,91,1.52,NZ,1687140192
591,ariquemes,-9.9133,-63.0408,20.44,84,0,1.15,BR,1687140077
592,vilyuysk,63.7553,121.6247,23.12,45,100,3.74,RU,1687140193
593,yuscaran,13.9333,-86.85,22.08,96,97,2.04,HN,1687140193
594,zaza del medio,21.9961,-79.3669,25.17,89,9,2.81,CU,1687140193
595,al kharijah,25.4514,30.5464,27.25,29,0,4.08,EG,1687140193
596,popondetta,-8.7537,148.2534,30.74,54,100,2.04,PG,1687140194
597,lazaro cardenas,17.9583,-102.2,28.98,81,4,3.04,MX,1687140103
598,grand falls-windsor,48.9332,-55.6649,5.28,91,99,0.89,CA,1687140194
